postId,slug,previewImage,title,creatorId,collectionId,upvotes,views,reads,createdAt,firstPublishedAt,visibility,firstPublishedAtBucket,readingTime,syndicatedViews,claps,updateNotificationSubscribers,isSeries,internalReferrerViews,friendsLinkViews,primaryTopic,type
bd917e2c1e30,box-apiレスポンスヘッダーの変更,"{'id': '1*9DeyB86s1Lhv7o6HwbUOnQ.png', 'originalWidth': 604, 'originalHeight': 288, 'isFeatured': True}",Box APIレスポンスヘッダーの変更,7e4cb8ebf639,a995c24848a3,2,1247,400,1618246133396,1618526743997,0,April 2021,5,2,2,0,False,159,0,,PostStat
432d38e87b1f,new-box-cli-quick-start-guide,"{'id': '1*u2yog1UUAH2pKMMZhj-0DQ.png', 'originalWidth': 468, 'originalHeight': 450, 'isFeatured': True}",New Box CLI Quick Start Guide,af1b3b38678e,a995c24848a3,3,1123,897,1617814279624,1617816481026,0,2021,1,2,7,0,False,166,0,,PostStat
b95725d8aaf0,box-api-セキュリティについて,"{'id': '0*YxGBk4YMLWFZ2cT3.png', 'originalWidth': 1534, 'originalHeight': 1024, 'isFeatured': True}",Box API: セキュリティについて,7e4cb8ebf639,a995c24848a3,2,2411,895,1615832885215,1616548651868,0,2021,10,4,2,0,False,129,0,,PostStat
9ded989b04f0,box-api-response-header-changes,"{'id': '1*nVv_QIt7r3YWR93EcO6cqA.png', 'originalWidth': 989, 'originalHeight': 502}",Box API Response Header Changes,7d391ec318be,a995c24848a3,2,1148,549,1615568961407,1615584732211,0,2021,4,4,4,0,False,155,0,"{'topicId': '63c6f1f93ee', 'slug': 'javascript', 'createdAt': 1493945704961, 'deletedAt': 0, 'image': {'id': '1*5UyyDJ1ESD11yQNd1UVAaQ@2x.jpeg', 'originalWidth': 5472, 'originalHeight': 3648}, 'name': 'Javascript', 'description': 'An ode to code.', 'relatedTopics': [], 'visibility': 1, 'relatedTags': [], 'relatedTopicIds': [], 'seoTitle': 'Javascript News and Articles\u200a—\u200aMedium', 'type': 'Topic'}",PostStat
c15016508682,クライアント資格情報許可,"{'id': '1*ZPRNz9g2ND4fuau5lJQOvw.png', 'originalWidth': 2400, 'originalHeight': 1605}",クライアント資格情報許可,7e4cb8ebf639,a995c24848a3,0,486,333,1608145136545,1614133962529,0,2021,3,8,0,0,False,98,0,,PostStat
976c8f02ab74,新しいファイルリクエストapi,"{'id': '1*5f_IQ_6hWWSuwSHcfM6kxg.png', 'originalWidth': 700, 'originalHeight': 466, 'isFeatured': True}",新しいファイルリクエストAPI,7e4cb8ebf639,a995c24848a3,0,574,335,1608141957284,1613694365487,0,2021,4,4,0,0,False,110,0,,PostStat
9fcad7b1d72e,box-api-understanding-security,"{'id': '1*_92kfn_m8v68l1ge1j1_pg.png', 'originalWidth': 1534, 'originalHeight': 1024, 'isFeatured': True}",Box API: Understanding Security,af1b3b38678e,a995c24848a3,6,2652,1194,1612663256732,1613498173122,0,2021,6,2,55,0,False,192,0,,PostStat
9e4a9fd37dbf,新しいフォルダロックapi,"{'id': '1*5UXikeccT_OpEmkKrTyThg.png', 'originalWidth': 700, 'originalHeight': 393, 'isFeatured': True}",新しいフォルダロックAPI,7e4cb8ebf639,a995c24848a3,0,1263,692,1608060471069,1611627501291,0,2021,3,6,0,0,False,78,0,,PostStat
ea5ead28aea9,シンプルになったアプリ作成フロー,"{'id': '1*cOM6FUqAwbYfvDVx5h31jA.png', 'originalWidth': 2400, 'originalHeight': 1319, 'isFeatured': True}",シンプルになったアプリ作成フロー,7e4cb8ebf639,a995c24848a3,1,692,504,1608059767850,1608250336084,0,2020,2,6,1,0,False,152,0,,PostStat
f533856f55be,client-credentials-grant,"{'id': '1*uEW0loK7BF9rs-cATJ5sUw.png', 'originalWidth': 5163, 'originalHeight': 3454, 'isFeatured': True}",Client Credentials Grant,af1b3b38678e,a995c24848a3,4,1824,1389,1605306698638,1605805386342,0,2020,2,4,12,0,False,200,0,,PostStat
c1fcf8a4c5ec,simplified-app-creation-flow,"{'id': '1*n1iZ5TX81Rd5ADb8rzsVyw.png', 'originalWidth': 6254, 'originalHeight': 3438, 'isFeatured': True}",Simplified App Creation Flow,af1b3b38678e,a995c24848a3,1,852,638,1604593101838,1604939879367,0,2020,1,4,20,0,False,204,0,,PostStat
fb79161a1089,new-folder-lock-apis,"{'id': '1*b7xqNnobtXvFnhHoo6GCVQ.png', 'originalWidth': 700, 'originalHeight': 393, 'isFeatured': True}",New Folder Lock APIs,7d391ec318be,a995c24848a3,3,1280,746,1603145557707,1603394253854,0,2020,2,4,53,0,False,133,0,,PostStat
